id,owner_org_en,title_en,desc_en,link_en,downloads,visits,openness_rating,dataset_format,user_rating_score,user_rating_count
779c7bcf-4982-47eb-af1b-a33618a05e5b,Environment and Climate Change Canada,Canada's Official Greenhouse Gas Inventory,"Canada’s official national greenhouse gas inventory is prepared and submitted annually to the United Nations Framework Convention on Climate Change (UNFCCC) by April 15 of each year, in accordance with the revised Guidelines for the preparation of national communications by Parties included in Annex I to the Convention, Part I: UNFCCC reporting guidelines on annual inventories (UNFCCC Reporting Guidelines), adopted through Decision 24/CP.19 in 2013. The annual inventory submission consists of the National Inventory Report (NIR) and the Common Reporting Format (CRF) tables.  Gases for which emissions are estimated include carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFC), perfluorocarbons (PFC), sulfur hexafluoride (SF6) and nitrogen trifluoride (NF3).

Note that to account for the creation of Nunavut in 1999, data for years preceding 1999 show Nunavut and Northwest Territories as a combined region.

Learn more about Canada’s greenhouse gas inventory: https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html.

Contact us: https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/contact-team.html.

Supplemental Information

The Executive Summary of Canada's NIR is available on Environment Canada's website: https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions.html

The complete NIR is available on the United Nations Framework Convention on Climate Change’s website:

https://unfccc.int/process/transparency-and-reporting/reporting-and-review-under-the-convention/greenhouse-gas-inventories-annex-i-parties/national-inventory-submissions-2018 ",https://open.canada.ca/data/en/dataset/779c7bcf-4982-47eb-af1b-a33618a05e5b,7054,10473,3,CSV,2.59678,31
e8745429-21e7-4a73-b3f5-90a779b78d1e,Employment and Social Development Canada,Temporary Foreign Worker Program 2018Q1-2019Q4,"Understanding Labour Market Impact Assessment statistics: This release displays quarterly Labour Market Impact Assessment (LMIA) statistics related to applications, positions, geographical location, occupations, sectors, streams and foreign workers by country of origin. It is important to note that the decision to issue a work permit rests with Immigration, Refugees and Citizenship Canada (IRCC) and that not all positions on a positive LMIA result in a work permit. As well, there may also be a time delay between the date the temporary foreign worker (TFW) obtains the work permit and the date they enter Canada. For these reasons, data provided in the LMIA statistics cannot be used to calculate the number of TFWs that have entered or will enter Canada. IRCC publishes annual statistics on the number of foreign workers who enter Canada in its Facts and Figures publication. These statistics are based on the number of work permits issued at ports of entry and encompass a variety of program streams beyond the Temporary Foreign Worker Program (TFWP), such as temporary residents entering Canada to work, study or for humanitarian and compassionate reasons. 
Effective February 2018, Employment and Social Development Canada's (ESDC) Foreign Worker System changed to the LMIA System.
LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.
Country of citizenship information are replaced with country of residence information, reflecting current data collection policies of the LMIA System.

",https://open.canada.ca/data/en/dataset/e8745429-21e7-4a73-b3f5-90a779b78d1e,6734,7701,3,CSV,2.86607,28
a2f9e2ca-237b-4dda-ba19-d52c84844b54,Treasury Board of Canada Secretariat,2018 Public Service Employee Survey Results ,"The 2018 Public Service Employee Survey (PSES) administered by Advanis, on behalf of the Office of the Chief Human Resources Officer, Treasury Board of Canada. The 2018 Public Service Employee Survey measured federal public servants’ opinions in relation to employee engagement, leadership, the workforce, the workplace, workplace well-being and compensation.
 
The 2018 Public Service Employee Survey was conducted from August 20, 2018 to October 5, 2018. A total of 163 121 employee in 84 federal departments and agencies responded to the survey, for a response rate of 57.7%.

The 2018 Public Service Employee Survey datasets contain the results of the survey by year (2018, 2017, 2014, 2011 and 2008) for the Public Service and departments/agencies, and the results broken down by demographic characteristics (e.g., age, gender) and organizational units. Results for 2017, 2014, 2011 and 2008 are only provided for questions repeated in the 2018 Public Service Employee Survey.
",https://open.canada.ca/data/en/dataset/a2f9e2ca-237b-4dda-ba19-d52c84844b54,5946,7728,3,CSV,2.21429,14
360024f2-17e9-4558-bfc1-3616485d65b9,"Immigration, Refugees and Citizenship Canada",Temporary Residents: Temporary Foreign Worker Program (TFWP) and International Mobility Program (IMP) Work Permit Holders – Monthly IRCC Updates,"Temporary residents who are in Canada on a work permit in the observed calendar year. Datasets include Temporary Foreign Worker Program (TFWP) and International Mobility Program (IMP) work permit holders by year in which permit(s) became effective or with a valid permit on December 31st.

Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated.",https://open.canada.ca/data/en/dataset/360024f2-17e9-4558-bfc1-3616485d65b9,4946,4143,2,XLS,3.13095,21
935cf4d3-7e8d-4e9b-8dfd-c02643d4f782,Transport Canada,Civil Aircraft Register Database,"This file contains the current mark, aircraft and owner information of all Canadian civil registered aircraft.",https://open.canada.ca/data/en/dataset/935cf4d3-7e8d-4e9b-8dfd-c02643d4f782,4704,23032,3,CSV,2.10866,115
4eee1558-45b7-4484-9336-e692897d393f,Department of Finance Canada,Historical Transfer Tables: 1980 to present,Dataset extracted from the federal support to provinces and territories transfer tables from 1980 to present.,https://open.canada.ca/data/en/dataset/4eee1558-45b7-4484-9336-e692897d393f,4391,5640,3,CSV,3.25,16
dfa4daf1-669e-4514-82cd-982f27707ed0,Employment and Social Development Canada,Old Age Security (OAS) - Table of Benefit Amounts by marital status and income level,"This dataset provides information on Benefits Amounts for Income Supplement and the Allowances according to income level and marital status. This is updated on a quarterly basis. The following tables of amounts will provide you with the amount of your monthly benefit, which will be based on your age, income level and marital status. PDF and html version are available on other web page: 
https://www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html#amounts

",https://open.canada.ca/data/en/dataset/dfa4daf1-669e-4514-82cd-982f27707ed0,4259,6982,3,CSV,2.6891,156
2bf9f856-20fe-4644-bf74-c8e45b3d94bd,"Immigration, Refugees and Citizenship Canada",Facts and Figures 2017 - Immigration Overview - Temporary Residents,"Facts and Figures 2017: Immigration Overview Temporary Residents presents the annual intake of permit holders and refugee claimants from 1997 to 2017.

The report also shows the total count of permit holders and asylum claimants with valid permit(s) in each calendar year and the total count of permit holders and asylum claimants as at December 31st of each year. The main body of the publication consists of a series of statistical tables and charts covering the ten-year period from 2007 to 2017.

In Facts & Figures 2015 for Temporary Residents, numbers on International Mobility Program (IMP) Work Permit Holders for Work Purposes increased due to the moving of the Post-graduate Employment Work Permit Holders population from Work Permit Holders for Study Purposes to Work Permit Holders for Work Purposes under the International Mobility Program. As a result of this, the Facts & Figures 2017 reports reflect a corresponding decrease in the number of Work Permit Holders for Study Purposes. These changes have been applied retroactively.

The Post-Graduation Work Permit Program (PGWPP) allows students who have graduated from a participating Canadian post-secondary institution to gain valuable Canadian work experience. Skilled Canadian work experience gained through the PGWPP potentially helps graduates qualify for permanent residence in Canada through the Canadian Experience Class (CEC). 

Facts & Figures 2013 had previously counted those who held Post-Graduation Work Permits as Work Permit Holders for Study Purposes. However, Work Permit Holders for Study Purposes is a category for individuals who are primarily students and who are also allowed to get a work permit (e.g., Co-op students) because it is integral to their course of studies. To get a PGWP, in contrast, an individual must have ceased to be a student – it is a requirement that the individual must have graduated from their program.""					
",https://open.canada.ca/data/en/dataset/2bf9f856-20fe-4644-bf74-c8e45b3d94bd,4154,2732,3,CSV,3.66667,3
adad580f-76b0-4502-bd05-20c125de9116,Employment and Social Development Canada,Wages ,"The wages on the Job Bank website are specific to an occupation and provide information on the earnings of workers at the regional level. Wages for most occupations are also provided at the national and provincial level. In Canada, all jobs are associated with one specific occupational grouping which is determined by the National Occupational Classification. For most occupations, a minimum, median and maximum wage estimates are displayed. They are update annually.

If you have comments or questions regarding the wage information, please contact the Labour Market Information Division at: NC-LMI-IMT-GD@hrsdc-rhdcc.gc.ca",https://open.canada.ca/data/en/dataset/adad580f-76b0-4502-bd05-20c125de9116,4030,6944,4,CSV,3.86956,23
9d81bb46-de89-41be-b7a4-b76c08f96cff,"Innovation, Science and Economic Development Canada",Canadian Importers Database (2016),"The Canadian Importers Database (CID) provides summary reports and lists of companies importing goods into Canada. Users importing data in Excel using the default settings need to be aware that the HS6 and HS10 codes will, by default, be interpreted as a number and will lose the leading zero were applicable.",https://open.canada.ca/data/en/dataset/9d81bb46-de89-41be-b7a4-b76c08f96cff,3873,3899,3,CSV,5.0,2
b6cbcf4d-f763-4924-a2fb-8cc4a06e3de4,"Immigration, Refugees and Citizenship Canada",Asylum Claimants – Monthly IRCC Updates,"Temporary residents in the humanitarian population who request refugee protection upon or after arrival in Canada.

Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated.",https://open.canada.ca/data/en/dataset/b6cbcf4d-f763-4924-a2fb-8cc4a06e3de4,3683,3710,3,CSV,3.22655,32
d8f85d91-7dec-4fd1-8055-483b77225d8b,Treasury Board of Canada Secretariat,Proactive Disclosure - Contracts ,"All institutions subject to the Contracting Policy are required to publish reports on Contracts issued / amended by or on behalf of the Government of Canada.

This dataset consolidates all the Contract reports submitted by federal institutions. 

Note: The information contained in these Contracts reports have been derived from data provided by the authorized federal reporting entities. As the data is unaudited, no warranty or other legal assurance as to the accuracy or completeness of this information is stated or can be implied. Any person making use of this information for any purpose does so at his or her own risk, and the Government of Canada shall have no liability. 
For information regarding the specifics of the contract data provided in these Contract reports, please contact the authorized federal reporting entity identified in the contract data.
",https://open.canada.ca/data/en/dataset/d8f85d91-7dec-4fd1-8055-483b77225d8b,3677,5007,3,CSV,2.7115400000000003,52
bc4d5e01-cc19-45f3-bebc-72969b6d4b42,Statistics Canada,National Occupational Classification (NOC) 2011,The NOC is the product of a partnership between Statistics Canada and Employment and Social Development Canada. The National Occupational Classification (NOC) is the nationally accepted taxonomy and organizational framework of occupations in the Canadian labour market. The basic principle of classification of the NOC is that of kind of work performed. The NOC 2011 updates both the National Occupational Classification 2006 of Employment and Social Development Canada and Statistics Canada's National Occupational Classification for Statistics (NOC-S) 2006. This revised edition eliminates the differences between the two former systems. ,https://open.canada.ca/data/en/dataset/bc4d5e01-cc19-45f3-bebc-72969b6d4b42,3662,7186,3,CSV,2.37281,228
1eb9eba7-71d1-4b30-9fb1-30cbdab7e63a,Transport Canada,National Collision Database,National Collision Database (NCDB) – a database containing all police-reported motor vehicle collisions on public roads in Canada. Selected variables (data elements) relating to fatal and injury collisions for the collisions from 1999 to the most recent available data. ,https://open.canada.ca/data/en/dataset/1eb9eba7-71d1-4b30-9fb1-30cbdab7e63a,3611,4783,3,CSV,2.3012200000000003,205
432527ab-7aac-45b5-81d6-7597107a7013,Treasury Board of Canada Secretariat,Proactive Disclosure - Grants and Contributions,Grants and Contributions: All institutions subject to the Policy on Transfer Payments are required to publish reports on Grants and Contributions within the Government of Canada. This dataset consolidates all the Grants and Contributions reports submitted by federal institutions.,https://open.canada.ca/data/en/dataset/432527ab-7aac-45b5-81d6-7597107a7013,3563,4862,3,CSV,3.13235,17
2fbb56bd-eae7-4582-af7d-a197d185fc93,"Immigration, Refugees and Citizenship Canada",Facts & Figures 2015: Immigration Overview - Permanent Residents – Annual IRCC Updates,"Facts and Figures 2015: Immigration Overview–Permanent Residents presents the annual intake of
permanent residents by category of immigration from 1990 to 2015. The main body of the publication
consists of a series of statistical tables and charts covering the ten-year period from 2006 to 2015. The
report depicts selected characteristics for permanent residents.

The statistics for admission of permanent residents are provided for the three main categories of
immigration—family class, economic immigrants and refugees—as well as for other immigrants who do not
qualify in any of these categories.",https://open.canada.ca/data/en/dataset/2fbb56bd-eae7-4582-af7d-a197d185fc93,3436,5263,2,XLS,2.70918,98
e80851b8-de68-43bd-a85c-c72e1b3a3890,Employment and Social Development Canada,Canadian Occupational Projection System (COPS) - 2019 to 2028 projections,"Employment and Social Development Canada (ESDC) uses the models of the Canadian Occupational Projection System (COPS) and the National Occupational Classification (NOC, 2016 version) to develop projections of future trends in the numbers of job openings and job seekers by occupation at the national level. The projections allow for identifying those occupations that may face labour shortage or labour surplus conditions over the medium term. The latest projections cover the 2019 to 2028 period. ",https://open.canada.ca/data/en/dataset/e80851b8-de68-43bd-a85c-c72e1b3a3890,3203,3569,3,CSV,2.70834,30
197260f1-b5dc-4f53-a036-2541cff379eb,Transport Canada,Schedule 1 of Transportation of Dangerous Goods Regulations,"Schedule 1 of Transportation of Dangerous Goods Regulations is a large dataset that includes; UN Number, Shipping name and Description, Class, Packing Group/Category, Special Provision, Explosive Limit and Limited Quantity Index, Excepted Quantity Index, ERAP Index, Passenger Carrying Ship Index and Passenger Carrying Road Vehicle or Passenger Carrying Railway Vehicle Index.",https://open.canada.ca/data/en/dataset/197260f1-b5dc-4f53-a036-2541cff379eb,3192,6180,3,CSV,3.45,5
976bb4f8-2b63-4150-910c-1f8e094cc83a,National Defence,National Defence and the Canadian Armed Forces Manual of Abbreviations,"This dataset contains the Manual of Abbreviations for National Defence (DND) and the Canadian Armed Forces (CAF), is issued on authority of the Chief of Defence Staff.  The aim of the Manual of Abbreviations is to give a list of all abbreviations used in DND/CAF.  The dataset is a bilingual list of abbreviations in alphabetical order.",https://open.canada.ca/data/en/dataset/976bb4f8-2b63-4150-910c-1f8e094cc83a,3162,5535,3,CSV,1.5,4
a35cf382-690c-4221-a971-cf0fd189a46f,Treasury Board of Canada Secretariat,GC InfoBase - Open Datasets,"The financial, people management and results data presented in the [GC InfoBase](https://www.tbs-sct.gc.ca/ems-sgd/edb-bdd/index-eng.html) are periodically updated as new information becomes available. Due to the nature of varying datasets, not all datasets are updated at the same time or on the same periodic schedule. For example, current-year data can be updated quarterly as organizations submit their Quarterly Financial Reports (QFRs), but historical financial data can only be updated with the release of the Public Accounts of Canada, a yearly publication. Similarly, datasets with the same periodic update schedule may not be updated simultaneously due to different publication times during a fiscal year. For example, the Public Accounts of Canada is published every fall, while Departmental Plans, are published on or before March 31 each year. Once published, the data must be prepared in an appropriate format to be integrated into the GC InfoBase.",https://open.canada.ca/data/en/dataset/a35cf382-690c-4221-a971-cf0fd189a46f,2984,4578,4,CSV,3.9,10
ff1e4882-685c-4518-b741-c3cf9bb74c3e,Employment and Social Development Canada,Old Age Security (OAS) - Maximum Monthly Amounts by Quarter and by Benefit Type,Data on the maximum monthly amounts for the OAS program by type of OAS benefits and by quarter from 1952 to present.,https://open.canada.ca/data/en/dataset/ff1e4882-685c-4518-b741-c3cf9bb74c3e,2951,4282,3,CSV,3.35154,32
a8ba14b7-7f23-462a-bdbb-83b0ef629823,Environment and Climate Change Canada,Greenhouse Gas Reporting Program (GHGRP) - Facility Greenhouse Gas (GHG) Data,"The Greenhouse Gas Reporting Program (GHGRP) collects information on greenhouse gas (GHG) emissions annually from facilities across Canada. It is a mandatory program for those who meet the requirements.

Facilities that emit 10 kilotonnes or more of GHGs, in carbon dioxide (CO2) equivalent (eq.) units, per year must report their emissions to Environment and Climate Change Canada.

Emissions data are available by gas (in tonnes and tonnes of CO2 eq.) for each facility and each year of data collected (2004-Present). The GHGs included are: carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFC), perfluorocarbons (PFC) and sulphur hexafluoride (SF6).

Note: Data expressed in CO2 eq. units use the most recently revised global warming potential (GWP) values used internationally for GHG reporting.

Supplemental Information

Learn more about the GHGRP: https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting.html

Overview of Reported Emissions - An annual summary report of the facility-reported emissions and trends: https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/data.html

Canada's Greenhouse Gas Emissions: https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions.html

Contact us: https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/contact-team.html ",https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,2951,5222,3,CSV,2.92857,35
b1126a07-fd85-4d56-8395-143aba1747a4,Statistics Canada,"Canadian International Merchandise Trade Database (CIMT), 2017 - 2020 ","The Canadian International Merchandise Trade (CIMT) online database offers detailed trade data using the Harmonized System (HS) classification of goods (based on the 6-digit commodity level). In the CIMT, you can select your own variables (e.g., trading partner, province, state, year, month, or other frequency) to create a customized data report. 

In general, merchandise trade data are revised on an ongoing basis for each month of the current year.The previous year's customs data are revised with the release of the January and February reference months as well as on a quarterly basis. The previous two years of customs based data are revised annually and are released in February with the December reference month.
",https://open.canada.ca/data/en/dataset/b1126a07-fd85-4d56-8395-143aba1747a4,2948,3384,3,CSV,4.55556,9
f82f66f2-a22b-4511-bccf-e1d74db39ae5,Employment and Social Development Canada,Temporary Foreign Worker Program (TFWP): Negative Labour Market Impact Assessment (LMIA) Employers List,"This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA.

The data provided in this report tracks temporary foreign worker (TFW) positions on negative Labour Market Impact Assessments, which means that the employer did not meet all of the TFWP requirements. 

Overall, if an assessment indicates that hiring a TFW will not have a positive or neutral impact on the Canadian labour market, a negative LMIA will be issued. Specific reasons for a negative assessment could include, but are not limited to:

•the employer was not able to demonstrate a reasonable employment need; 

•the employer has not demonstrated sufficient efforts to recruit, hire or train Canadians or permanent residents for the position;

•the employer did not offer a wage consistent with the occupation being requested; 

•the employer is not adhering to federal/provincial/territorial regulations and/or agreements;

•there is evidence that the entry of a foreign national would impact a pending labour dispute involving Canadians in the requested occupation;

•the employer was not able to demonstrate the ability to fulfil the terms of the job offer;

•the employer was not able to demonstrate that they are actively engaged in the business related to the job offer; and/or

•the employer did not comply with the requirements or conditions set out in previous positive LMIAs and annexes.

Note: 
Effective February 2018, Employment and Social Development Canada's (ESDC) Foreign Worker System changed to the LMIA System.
LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.
Country of citizenship information are replaced with country of residence information, reflecting current data collection policies of the LMIA System.

Should an employer wish to contact Employment and Social Development Canada concerning this information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",https://open.canada.ca/data/en/dataset/f82f66f2-a22b-4511-bccf-e1d74db39ae5,2944,4320,3,CSV,2.54167,6
53753f06-8b28-42d7-89f7-04cd014323b0,Public Services and Procurement Canada,Contract History,"Contract History is information about contracts awarded by Public Works and Government Services Canada (PWGSC) since January 2009, on behalf of federal departments and agencies. 

The Contract History CSV files are updated monthly, and are organized by fiscal year. A complete Contract History file, containing contracts from 2009 to today is also available for download on this page. Visit the ""About Contract History"" page to learn more: https://buyandsell.gc.ca/procurement-data/contract-history/about-contract-history. 

The Procurement Data Dictionary offers a description of each data field contained in the Contract History file, as well as other datasets published on Buyandsell.gc.ca. The XML file is meant to be used as a guide for understanding the various data elements. It is updated on an “as needed” frequency to reflect changes to data elements on Buyandsell.gc.ca.",https://open.canada.ca/data/en/dataset/53753f06-8b28-42d7-89f7-04cd014323b0,2890,3354,3,CSV,2.5072400000000004,207
3ac0d080-6149-499a-8b06-7ce5f00ec56c,Treasury Board of Canada Secretariat,GC Service Inventory,The Service Inventory provides a corporate-wide perspective on information related to Government of Canada (GC) services.,https://open.canada.ca/data/en/dataset/3ac0d080-6149-499a-8b06-7ce5f00ec56c,2879,3701,3,CSV,2.42857,7
